TIME,AF3,F7,F3,F4,F8,AF4
6473796,-234,790,76,1771,-491,-787
6473828,-467,841,61,1776,-531,-875
6473844,-504,835,80,1777,-566,-873
6473861,-554,839,57,1784,-591,-882
6473879,-563,822,62,1775,-585,-874
6473896,-610,836,100,1787,-662,-872
6473911,-656,808,92,1789,-641,-872
6473945,-684,804,77,1785,-622,-840
6473962,-688,815,86,1786,-634,-842
6473978,-686,843,94,1790,-660,-834
6473998,-703,845,99,1795,-704,-849
6474012,-738,786,92,1790,-589,-798
6474029,-721,801,71,1783,-564,-814
6474060,-603,837,65,1766,-477,-807
6474078,-633,771,50,1756,-363,-818
6474095,-582,765,48,1760,-371,-815
6474111,-569,745,50,1753,-346,-844
6474129,-629,772,69,1775,-396,-866
6474145,-630,775,78,1776,-390,-841
6474177,-627,788,77,1768,-415,-844
6474195,-623,780,77,1768,-355,-850
6474212,-614,750,81,1766,-357,-847
6474228,-618,750,85,1761,-387,-834
6474245,-630,745,88,1774,-413,-841
6474262,-653,749,92,1775,-409,-820
6474294,-641,749,95,1782,-416,-809
6474311,-647,748,94,1784,-437,-833
6474327,-654,747,90,1785,-452,-807
6474345,-655,741,96,1785,-415,-817
6474361,-652,737,96,1783,-472,-818
6474378,-654,746,97,1784,-458,-813
6474394,-621,742,98,1786,-481,-808
6474427,-653,736,98,1786,-467,-810
6474444,-637,746,96,1786,-470,-808
6474461,-649,742,104,1783,-489,-810
6474478,-614,783,108,1777,-492,-810
6474494,-586,883,111,1767,-564,-805
6474511,-559,904,119,1769,-647,-807
6474543,-542,916,118,1758,-727,-807
6474560,-521,904,121,1774,-732,-810
6474578,-549,911,121,1779,-685,-795
6474594,-532,931,123,1782,-729,-800
6474610,-557,897,124,1783,-730,-809
6474627,-563,920,121,1785,-688,-798
6474659,-569,903,124,1784,-708,-811
6474676,-549,903,126,1786,-751,-789
6474697,-556,898,129,1784,-675,-778
6474712,-542,890,127,1785,-672,-781
6474742,-499,860,126,1781,-656,-777
6474776,-484,874,124,1765,-625,-772
6474793,-480,858,123,1774,-590,-750
6474812,-443,841,122,1779,-618,-751
6474827,-445,873,124,1771,-581,-781
6474843,-439,869,122,1780,-609,-751
6474860,-450,857,124,1771,-538,-761
6474892,-339,866,128,1776,-601,-723
6474910,-313,874,126,1776,-590,-673
6474927,-275,848,129,1771,-433,-646
6474943,-323,837,128,1785,-368,-649
6474960,-397,810,129,1789,-275,-654
6474977,-405,811,128,1786,-252,-662
6475008,-431,810,153,1788,-281,-680
6475026,-450,804,121,1791,-244,-717
6475043,-447,797,154,1789,-239,-689
6475060,-423,782,145,1793,-278,-719
6475076,-440,789,147,1789,-313,-715
6475093,-427,777,146,1788,-291,-694
6475124,-439,796,148,1790,-293,-702
6475142,-432,805,152,1788,-327,-695
6475158,-427,811,151,1789,-296,-719
6475176,-415,811,151,1786,-320,-699
6475193,-397,813,152,1789,-333,-713
6475209,-420,810,155,1788,-310,-681
6475241,-368,812,156,1789,-445,-685
6475259,-384,810,159,1785,-422,-715
6475274,-385,810,162,1784,-423,-705
6475292,-391,812,160,1783,-458,-713
6475309,-401,814,161,1783,-451,-681
6475326,-383,809,161,1786,-461,-703
6475358,-391,805,160,1771,-458,-683
6475375,-407,808,159,1789,-447,-695
6475392,-390,813,160,1784,-463,-677
6475409,-361,817,159,1781,-439,-685
6475425,-367,811,157,1784,-442,-665
6475442,-374,810,157,1770,-466,-672
6475474,-354,807,166,1780,-497,-659
6475492,-371,807,157,1773,-425,-658
6475507,-386,810,170,1779,-431,-651
6475524,-377,808,164,1788,-401,-656
6475541,-381,808,164,1757,-414,-651
6475558,-386,807,168,1779,-412,-656
6475591,-389,795,164,1791,-463,-656
6475608,-365,810,164,1774,-422,-655
6475624,-391,790,165,1787,-437,-636
6475641,-371,807,168,1786,-468,-659
6475658,-381,808,179,1767,-439,-662
6475675,-391,808,161,1788,-486,-653
6475706,-382,812,161,1777,-478,-651
6475724,-393,811,174,1765,-495,-664
6475741,-372,807,177,1764,-487,-671
6475758,-425,808,183,1763,-479,-668
6475773,-396,805,182,1758,-548,-661
6475791,-389,810,179,1768,-480,-664
6475823,-372,806,181,1762,-499,-662
6475841,-392,808,179,1760,-489,-687
6475858,-354,797,181,1760,-511,-677
6475874,-395,804,183,1758,-505,-650
6475891,-363,786,185,1761,-516,-662
6475907,-390,776,180,1759,-530,-655
6475939,-368,784,180,1762,-572,-637
6475957,-364,786,186,1755,-566,-669
6475974,-379,777,181,1759,-574,-650
6475991,-390,783,182,1760,-582,-663
6476007,-379,781,179,1756,-565,-673
6476024,-393,775,188,1763,-592,-654
6476056,-386,780,180,1759,-577,-664
6476074,-394,777,183,1754,-586,-670
6476090,-383,780,181,1754,-570,-676
6476107,-387,782,184,1754,-561,-686
6476124,-389,775,184,1754,-555,-669
6476141,-400,781,188,1756,-610,-688
6476172,-385,776,177,1753,-544,-680
6476190,-315,776,187,1753,-498,-629
6476206,-255,777,180,1755,-493,-596
6476223,-200,786,182,1740,-495,-595
6476240,-195,779,183,1755,-469,-593
6476256,-149,782,184,1756,-469,-599
6476289,-76,787,188,1753,-501,-593
6476306,-88,799,184,1734,-472,-584
6476322,-96,777,186,1733,-475,-592
6476339,-146,787,186,1740,-550,-635
6476357,-156,777,186,1732,-527,-630
6476373,-161,788,188,1735,-517,-619
6476405,-192,779,183,1730,-491,-621
6476423,-231,744,187,1729,-530,-656
6476439,-297,762,185,1732,-595,-664
6476456,-346,745,182,1730,-566,-684
6476473,-386,752,185,1729,-593,-714
6476489,-416,746,185,1732,-592,-714
6476521,-474,750,184,1730,-624,-723
6476538,-473,746,188,1726,-658,-705
6476556,-481,730,198,1730,-616,-717
6476573,-491,722,187,1729,-620,-705
6476589,-498,740,188,1729,-626,-703
6476605,-485,719,188,1732,-631,-704
6476637,-505,715,182,1729,-574,-705
6476654,-485,715,194,1728,-632,-693
6476671,-500,716,184,1729,-607,-701
6476689,-475,719,185,1728,-588,-724
6476705,-502,713,186,1726,-616,-704
6476722,-513,709,185,1728,-604,-695
6476754,-474,718,192,1725,-554,-685
6476772,-456,702,196,1730,-532,-663
6476788,-455,694,194,1728,-531,-686
6476806,-440,683,192,1726,-559,-687
6476822,-460,688,198,1731,-578,-686
6476838,-463,686,201,1727,-536,-689
6476871,-448,691,200,1725,-540,-691
6476888,-473,664,200,1729,-537,-680
6476905,-475,688,200,1726,-590,-687
6476922,-477,679,191,1727,-569,-687
6476939,-481,675,196,1727,-581,-697
6476955,-476,668,199,1724,-570,-685
6476987,-476,657,192,1723,-572,-691
6477005,-478,652,195,1723,-592,-688
6477021,-478,656,190,1727,-598,-685
6477038,-468,642,194,1728,-581,-682
6477054,-468,625,182,1723,-596,-690
6477072,-456,625,199,1720,-579,-673
6477104,-458,624,186,1727,-555,-667
6477121,-453,617,197,1723,-554,-678
6477138,-444,607,196,1728,-630,-659
6477155,-452,623,195,1723,-528,-663
6477171,-450,617,192,1725,-583,-672
6477188,-460,585,196,1724,-564,-663
6477222,-467,590,202,1718,-581,-663
6477239,-447,623,202,1727,-601,-666
6477255,-451,624,194,1723,-605,-656
6477272,-465,627,194,1724,-600,-670
6477289,-431,622,193,1728,-611,-661
6477306,-448,620,188,1724,-595,-658
6477336,-442,622,202,1726,-604,-662
6477353,-443,627,193,1721,-583,-665
6477371,-439,628,189,1728,-606,-654
6477387,-453,622,200,1724,-587,-657
6477404,-441,607,201,1724,-585,-655
6477421,-477,617,192,1727,-559,-658
6477453,-456,624,197,1728,-610,-653
6477471,-467,621,213,1729,-563,-653
6477487,-480,621,202,1726,-568,-658
6477503,-446,623,208,1723,-598,-657
6477520,-467,597,204,1729,-578,-660
6477537,-450,602,205,1724,-581,-658
6477569,-439,601,202,1724,-541,-650
6477587,-447,611,201,1727,-535,-651
6477603,-466,596,206,1726,-513,-658
6477620,-455,611,208,1727,-528,-653
6477637,-461,631,213,1727,-547,-633
6477653,-471,621,208,1726,-535,-654
6477685,-436,601,212,1724,-530,-659
6477703,-472,594,209,1728,-551,-660
6477721,-448,593,211,1728,-559,-631
6477736,-453,605,213,1723,-533,-668
6477752,-451,603,213,1727,-572,-621
6477770,-444,597,214,1727,-538,-625
6477802,-462,622,212,1729,-538,-655
6477820,-467,599,217,1727,-553,-636
6477836,-471,597,211,1727,-529,-665
6477852,-444,596,216,1724,-575,-634
6477870,-479,594,213,1725,-535,-631
6477887,-473,604,215,1726,-515,-636
6477918,-485,599,219,1725,-548,-637
6477935,-450,603,219,1727,-596,-625
6477951,-481,602,218,1715,-495,-639
6477969,-462,604,226,1726,-544,-640
6477986,-479,591,221,1716,-557,-642
6478003,-487,601,224,1714,-575,-651
6478034,-484,599,219,1714,-554,-640
6478051,-478,604,215,1724,-549,-630
6478068,-473,601,219,1725,-606,-627
6478086,-482,595,218,1705,-597,-665
6478103,-501,592,218,1712,-639,-654
6478120,-493,593,220,1725,-690,-648
6478151,-541,596,213,1700,-688,-649
6478167,-507,595,224,1702,-703,-631
6478184,-520,588,217,1697,-721,-624
6478202,-510,600,221,1706,-703,-640
6478218,-514,604,222,1698,-694,-631
6478236,-520,595,223,1701,-687,-627
6478268,-508,624,221,1696,-711,-629
6478285,-506,631,220,1695,-707,-623
6478302,-508,623,217,1698,-700,-630
6478318,-488,626,216,1698,-722,-622
6478335,-500,624,230,1697,-720,-629
6478352,-509,634,227,1697,-730,-634
6478400,-458,655,232,1697,-736,-622
6478418,-443,645,231,1697,-773,-622
6478435,-459,642,234,1697,-750,-606
6478450,-444,632,230,1697,-736,-602
6478467,-446,637,239,1697,-765,-598
6478484,-453,631,232,1697,-736,-607
6478516,-446,629,244,1697,-744,-601
6478533,-421,650,241,1697,-748,-593
6478551,-433,615,253,1697,-758,-591
6478566,-436,633,245,1697,-751,-595
6478584,-428,649,250,1697,-786,-594
6478601,-412,626,253,1697,-760,-587
6478633,-377,627,254,1697,-834,-574
6478650,-407,650,243,1697,-771,-573
6478668,-411,628,228,1697,-768,-552
6478684,-403,712,225,1699,-851,-552
6478701,-364,719,233,1700,-955,-578
6478717,-391,731,237,1701,-957,-563
6478749,-400,686,237,1695,-1026,-609
6478767,-393,660,244,1699,-1032,-656
6478784,-552,649,254,1696,-978,-695
6478801,-767,657,280,1706,-889,-855
6478816,-894,653,302,1712,-964,-862
6478834,-1027,658,323,1691,-955,-896
6478866,-1179,637,355,1697,-1170,-898
6478883,-1110,618,379,1699,-1287,-816
6478899,-1264,629,358,1695,-1188,-839
6478916,-1256,616,381,1698,-1185,-832
6478933,-1275,605,384,1694,-1322,-883
6478950,-1077,604,383,1694,-1284,-800
6478982,-1222,615,387,1697,-1215,-840
6478999,-1217,599,383,1694,-1278,-881
6479016,-1189,603,395,1693,-1261,-892
6479033,-992,582,389,1688,-1583,-809
6479050,-1319,634,389,1679,-1148,-892
6479067,-1234,608,420,1673,-1230,-957
6479098,-1111,605,414,1694,-1232,-875
6479115,-1053,582,408,1702,-1342,-923
6479132,-1074,587,405,1702,-1182,-920
6479150,-1059,592,390,1698,-1223,-987
6479167,-1040,596,404,1700,-1255,-977
6479183,-995,593,402,1701,-1257,-981
6479215,-797,591,377,1699,-1141,-972
6479233,-608,601,351,1697,-1068,-912
6479249,-528,605,344,1696,-1075,-832
6479266,-457,626,323,1695,-1027,-726
6479285,-418,628,316,1691,-1028,-678
6479301,-316,661,298,1665,-957,-644
6479331,-183,691,275,1667,-876,-593
6479349,-147,702,271,1666,-783,-561
6479365,-156,717,271,1666,-753,-558
6479381,-159,725,269,1663,-692,-566
6479399,-121,738,266,1666,-630,-544
6479416,-128,743,273,1663,-610,-561
6479448,-87,753,270,1669,-497,-533
6479466,-58,749,263,1670,-470,-532
6479481,-53,752,266,1668,-482,-545
6479499,-56,755,266,1668,-476,-542
6479515,-52,763,261,1667,-466,-546
6479532,-53,750,256,1671,-498,-542
6479564,-45,774,250,1674,-533,-538
6479582,-19,770,263,1672,-534,-557
6479599,-57,772,265,1667,-569,-544
6479614,-8,774,265,1670,-554,-528
6479632,-19,753,258,1670,-591,-518
6479649,5,749,255,1674,-598,-505
6479681,-7,718,245,1663,-638,-486
6479699,9,720,241,1666,-648,-441
6479715,65,720,240,1668,-660,-421
6479731,97,749,251,1666,-695,-424
6479749,93,755,253,1662,-783,-473
6479765,95,785,254,1664,-886,-498
6479797,99,786,252,1662,-1004,-528
6479814,94,783,251,1660,-1029,-519
6479832,69,781,260,1663,-1039,-521
6479848,31,775,260,1664,-1074,-530
6479865,3,776,259,1663,-1074,-538
6479881,-18,777,259,1665,-1080,-534
6479913,-67,777,260,1663,-1093,-527
6479931,-45,786,274,1658,-1094,-529
6479947,-55,788,281,1667,-1067,-535
6479965,-66,779,292,1664,-1072,-542
6479981,-67,760,291,1664,-1028,-540
6479998,-62,758,289,1663,-1020,-541
6480029,-39,763,286,1662,-985,-533
6480047,55,777,283,1657,-931,-477
6480063,178,780,283,1662,-847,-422
6480081,276,782,287,1662,-748,-375
6480097,319,758,283,1664,-642,-375
6480114,285,741,279,1672,-584,-400
6480146,149,736,280,1668,-667,-515
6480163,120,744,289,1671,-696,-546
6480181,85,744,283,1687,-719,-576
6480197,67,755,290,1674,-706,-570
6480213,57,755,293,1685,-768,-574
6480230,59,778,290,1677,-851,-564
6480263,60,781,292,1679,-953,-536
6480280,67,777,294,1683,-945,-531
6480297,83,780,292,1687,-943,-517
6480314,86,775,299,1676,-945,-535
6480330,91,776,290,1675,-968,-517
6480347,98,776,293,1682,-987,-521
6480380,115,760,289,1675,-987,-538
6480397,128,752,279,1664,-977,-528
6480414,144,743,285,1668,-971,-542
6480430,155,744,273,1670,-975,-541
6480447,166,746,273,1671,-1005,-541
6480464,160,742,263,1667,-1009,-544
6480496,177,746,264,1668,-1045,-540
6480513,161,746,265,1673,-1045,-535
6480530,163,749,263,1669,-1105,-532
6480546,155,742,263,1667,-1147,-530
6480564,163,717,269,1677,-1131,-529
6480580,133,733,265,1674,-1164,-527
6480612,113,743,274,1667,-1155,-524
6480629,96,743,277,1668,-1163,-531
6480646,92,732,273,1669,-1154,-538
6480663,83,736,281,1663,-1126,-538
6480679,78,745,286,1664,-1167,-537
6480696,73,743,286,1666,-1145,-520
6480728,59,749,288,1665,-1130,-481
6480746,66,751,290,1665,-1137,-471
6480763,65,752,292,1665,-1159,-474
6480780,77,745,290,1665,-1165,-492
6480797,71,743,292,1665,-1187,-506
6480814,71,745,287,1668,-1169,-487
6480844,89,721,282,1663,-1155,-473
6480861,95,723,283,1663,-1116,-502
6480878,95,719,288,1662,-1103,-505
6480895,108,712,287,1665,-1065,-508
6480912,94,714,279,1663,-1049,-503
6480929,93,712,273,1667,-1028,-505
6480961,74,695,282,1663,-1017,-508
6480979,92,716,286,1663,-973,-514
6480996,74,719,287,1663,-985,-499
6481012,61,721,291,1664,-913,-507
6481029,63,720,293,1655,-944,-506
6481045,45,719,293,1667,-943,-487
6481078,23,710,286,1644,-828,-508
6481095,2,720,291,1661,-780,-495
6481112,2,717,286,1660,-769,-500
6481129,-3,718,291,1661,-774,-496
6481145,-29,716,292,1654,-784,-495
6481162,-36,747,287,1652,-891,-456
6481193,-26,776,283,1644,-947,-423
6481210,-22,779,285,1652,-958,-411
6481228,-27,807,289,1645,-966,-412
6481245,-2,833,290,1646,-1028,-405
6481261,23,812,258,1650,-976,-393
6481278,16,775,269,1649,-880,-420
6481310,-33,774,265,1645,-778,-449
6481327,-67,750,277,1644,-739,-469
6481345,-97,752,267,1646,-719,-475
6481361,-126,750,279,1623,-721,-481
6481378,-121,746,264,1656,-685,-466
6481395,-150,755,276,1703,-663,-475
6481428,-199,769,274,1893,-645,-483
6481444,-213,777,269,1885,-627,-487
6481461,-217,784,275,1884,-569,-489
6481477,-189,808,267,1888,-520,-481
6481495,-166,801,270,1889,-444,-496
6481511,-103,808,259,1887,-311,-474
6481544,-63,877,244,1872,-22,-498
6481561,-48,975,243,1852,196,-499
6481577,40,1043,231,1856,355,-495
6481594,203,1140,220,1852,568,-487
6481611,296,1229,207,1845,752,-500
6481627,546,1254,192,1847,955,-503
6481659,883,1261,166,1822,1439,-540
6481676,1018,1253,153,1825,1596,-576
6481693,1131,1283,151,1819,1613,-600
6481710,1300,1313,153,1812,1470,-598
6481727,1484,1323,157,1815,1352,-595
6481744,1700,1315,154,1812,1205,-571
6481775,2433,1305,131,1790,820,-551
6481792,2686,1286,94,1794,675,-537
6481810,2784,1280,97,1792,504,-582
6481826,2826,1287,101,1786,386,-600
6481843,2798,1290,96,1790,239,-594
6481860,2689,1309,96,1790,173,-595
6481877,2558,1320,96,1790,81,-602
6481909,2419,1360,96,1792,59,-573
6481926,2357,1375,90,1790,57,-572
6481943,2326,1389,94,1800,64,-565
6481960,2292,1421,93,1789,61,-568
6481976,2184,1440,93,1794,10,-570
6481993,2149,1460,93,1791,-27,-571
6482025,2108,1499,92,1791,-93,-562
6482043,2041,1528,92,1791,-38,-566
6482060,1983,1546,95,1791,-28,-584
6482075,1967,1578,90,1791,-80,-592
6482093,1965,1592,78,1791,-32,-600
6482109,1882,1592,86,1789,-52,-596
6482126,1852,1632,89,1782,-124,-563
6482158,1777,1634,66,1764,-73,-541
